id,text
1860753664744276445,can we talk about how ugly ai art is like it looks so ugly fake and soulless it lacks substance and personality fr
1860738752521375876,bruh thinks ai is all slick as hell alright then let me go ahead and show what real art looks like not made by soulless machinery
1860738537718435920,kjburbankva i would like to add a counterpoint being a huge aihater myself the problem with ai is that its heartless soulless but these are ads not art their function isnt to make you think its to make you spend your money on stuff you dont need
1860737776582332426,rt doseofkard with the widened use of ai i think we may reach a point in which human made products are going to become far more expensiv
1860709759927619910,microcenter using ai art in a creative way can be fine it can be used cleverly but theres a time and place using it to entirely replace the creative process is soulless and misses the entire point of creativity its cheap and lazy
1860702703229321670,contentcatapult runwayml udiomusic midjourney doganuraldesign i dont know what is worse the stupid soulless crappy ai art or his clear mental retardation as he desperately fishes for compliments you wrote a bunch of instructions for a computer programme to generate some bs you tool you absolute tool you are not an artist
1860597426039431628,naegiko this isnt art you didnt make it a computer did this is all just repurposed actual art from human beings that made it ai art will never be impressive or wanted its boring soulless and tasteless
1860588276106821753,sadboiwesley is ai art trash and soulless or is it able to take away jobs
1860495407907774681,rt yamazukisama i think a great thing about art is that it triggers an emotional reaction from people ai art just doesnt and never h
1860494218525048836,yup ive seen so many new innovative ways that people have combined art and technology that it just feels so baffling to see people get so excited over generative ai plz we cant let the world become soulless
1860463967363031528,naegiko you cant express yourself through ai you can only tell it vaguely what you want and then it takes other peoples self expression and mushes it into soulless garbage ai art has no intentionality
1860447494229905915,cocacola in another reply i said were losing our jobs is the most sound argument people losing their jobs is objectively bad whether you think their jobs are important or not all the other ai is soulless and looks bad but please dont enjoy them stuff is mental gymnastics
1860431860628672756,ai generated results i refuse to call that art usually doesnt look ugly its just soulless and makes no sense at all on top of being immoral
1860427756833841556,the soulless art part is also valid that along with like ai photo filters and other genai nonsense is all part of legitimizing the worst uses of ai and also yeah on top of that all it is very much creepy and soulless
1860421666800554243,it doesnt matter if art is made with emotion people arent even able to identify soulless bland ai slop from real art
1860421388642799885,why people go so hard to defend them as if there arent hundreds of artists that are almost indistinguishable from them theres nothing about their art thats special or unique its almost as soulless as ai art
1860419756852986253,rt zapventures pouistired this is so true especially when soulless is kind of subjective because some people dont care andor see so
1860415808733650984,i dont care if ai art is soulless i care that it makes working conditions materially worse for professional artists
1860415785581347029,i havent formed an opinion on tracing ai art theres an extra step of human interaction with the drawing suddenly putting soul into the soulless creation its a kinda weird choice
1860414514765725924,the way that we talk about ai art is so broken idgaf that its soulless im not trying to prove the existence of the human soul im against art theft and the destruction of the environment
1860397535329681897,but thats my point companies using ai will surely fail because their posters and billboards are soulless and thus objectively inferior i havent heard of the second one are people doing on a specific piece of art and selling the results
1860391585785016568,pouistired guys i understand your concerns but just understand that progress will not stop and it is possible that soulless art will soon become irrelevant due to the ais ability to be selfaware and god help us if he decides to destroy us
1860388741761708143,ai slop and its acceptance is the fault of the art community if for years weve been fed a steady diet of soulless art thats designed to denigrate and distort if we made better art wed have less tolerance for ai generated crap
1860376763504763070,with the widened use of ai i think we may reach a point in which human made products are going to become far more expensive movies will be made cheaper with ai and itll become hard to pay actual humans to do the work same with art pieces we will be a soulless society
1860369927560982858,naegiko im it an animator but this is quite possibly the worst take ive read today the barrier entry is literally a pencil ai lacks soul and will never be real art this will and already is harming industries and this is just generating soulless crap
1860369260486209750,ai will always look ugly for something like a piece of art song or even games at this point to look or be nice is to have soul and time put into it ai just mashes multiple works of art together to make something soulless out of a prompt
1860367915901395128,thevireever i dont really disagree but if ai can outperform you then your art is soulless or youre a bad artist
1860351559810347160,i called ai soulless for a reason
1860350371656290568,how is this the conclusion youve drawn from this soulless means nothing and it has been thrown at humanmade art in the past especially digital ai art is bad because it destroys the environment and is used by corporations to forgo paying the artists that feed its databases
1860346507540550142,naegiko hope you realize how soulless ai art is people draw their whole lives to get good at it no shortcuts
1860335791936840116,i think a great thing about art is that it triggers an emotional reaction from people ai art just doesnt and never has for me setting aside my dislike for ai i think the ai just makes these shots look incredibly soulless i genuinely dont think it looks good
1860316016309338390,not sure why people think its soulless except for copying the thoughts of miyazaki if there were no need for money or a job ai would be of no harm to anyone or any thing just be some interesting art collage
1860309795149840541,i think the tough pill to swallow about ai is that it used to be we hate it cause its soulless and looks like trash and now its we hate it cause it looks soulless like objectively ai is probably gonna be the most normal form of art and media creation within years
1860297650320339176,art is in the verge of death because of this soulless ai shit art is art because it has feelings in it not codes
1860297581206618290,naegiko i know most of the times if not all the time as i said earlier ai art just steals real art for the training it requires its not only stealing an image from the internet is taking the hard work of someone who spent hours making art just to make some soulless ai art
1860292781106684355,ai creators are lying to themselves by shitting out the fucking ugliest most soulless bullshit on the planet this isnt art and you are not an artist just a lazy code junky who would rather have something do the work for you instead of coding the art itself which is possible
1860257602384593029,this is why i never understood the point of being like ohhh ai art is bad it was eventually going to be decent its just completely soulless and a poison on the industry the way its being used rn
1860253273015435569,this is soulless i never thought that ai could prove that humans have souls even a monkey could create more beautiful art than this
1860223328046510281,deadgumbler zenmainzo eggbertith besides just being shitty in general no ai tool can currently guarantee that only art with the permission from the artist is being used which is basically stealing also it is soulless which really stans out
1860214941959295096,real artists create magnificent art through pure skill made possible only by their hard work willpower and creativity nowadays we have ai that replicate other artists work creates something soulless and sacrilegious
1860143876063002868,bigfunnylobster ai art is soulless and i will always know if something is ai
1860140349924213105,pouistired this is so true especially when soulless is kind of subjective because some people dont care andor see soul in ai art crazy
1860135058822299740,if a real artist is upset at ai art for existing whos to blame the ai art for being a soulless fad or the artist for simply being upset
1860135011250516442,bigfunnylobster some kids macaroni art is better than some soulless ai slop
1860096482185293857,letaushijmakaro zabellaaaars furthermore i dont think someone who retweets ai art gets to complain about what media they think is faceless or soulless
1860086483857866784,demiiipinkfox well they look too generic for a modern anime real artists have art styles and that will never be able to be replicated by ai because ai can only generate generic ones which is yea soulless
1860076576874061889,i understand exactly why someone would think this is impressive but this is still so much more soulless and empty then an actual group of artist working to make something that ultimately will be miles better than everything shown here we should support actual artist not ai art
1860072117968183441,but the ai artists put so much effort into typing in a prompt yknow it takes some effort to steal others art in order to mesh them into one abysmal soulless package that disrespects human creativity and imagination
1860062992945344965,liron you do understand that once people know your art is made by ai it becomes soulless to them its literally not about how it looks its about the process and who actually made it
1860056982138552709,ihavearestupid naegiko shut up like ai artist is some hard thing they arent artist and never will be if your so lazy you need a soulless robot to steal art for you then i suggest you start to learn how to draw like the rest of us
1860051951087682017,bletzevan ottomoth sillymizu naegiko nothing scares you because youre a fucking retard leeching off their work with no art there would be no ai art because realistically youre just a bunch of skilless soulless losers who type in work and call it art because you happen to be a bunch of scumbags too
1860051455966872038,rt wretchedjade the ai bubble cant explode fast enough not because its not an useful tool nor because it couldnt be used in creative
1860044964274798960,the environment is gonna be destroyed for shitty soulless ai creativity is going to fall when people with no passion create through ai art is going to be seen as a product rather than genuine expression the rise of ai will lead to the death of identity i fear
1860028886924644772,naegiko yo hoping everything that contains any trace of vidu burns to the ground instead of stealing art and making a soulless imitation of something beautiful like anime and make ai that does something actually beneficial to humanity you morally bankrupt fucking hack
1860027018865524976,quite soulless plus it looks like shit so id say ai stuff is better in that regard and to your statement you can never tell if ai would never surpass humans art wise like im not saying it will but no one can prove it wont but id love to see it come true its cheaper and faster
1860025178564255798,its soulless ai doesnt create anything it copies other peoples art and merges them into its own so called art style true art can only be created by humans no amount of technological advancements can surpass that
1860025056476434567,djrtistic there is a difference from doing a song like taylor made and a song like reincarnated thats real skill and real art not that weak ass soulless ai shit
1860020770791108985,ai makes everything so soulless it just cant capture the humanity and passion that goes in actual art antiai forever
1860017690221642011,cocacola bland soulless without a deeper human understanding just christmas buzzwords in the form of a shit video ai like this has no place in art as it renders the humanity of art to be meaningless this is not your creation but a machines your input was negligable
1860009149129720185,aiphelix not exactly gatekeeping when you have to spend years honing your craft just for someone to come along and use an ai trained on others hard work to make a soulless piece in the space of a few seconds its not real art and shouldnt be treated as such
1859983412288700598,many people will argue that ai art is soulless because it doesnt require the same amount of sweat and painstaking effort as traditional art theyll claim real art comes from years of practice intense emotion and the personal labor of the artist and of course thats a valid
1859980052819308941,cocacola hope your company fails ai slop has no place in our lives replacing real art with soulless effortless shit while destroying the environment at the same time
1859968651279098179,the ai bubble cant explode fast enough not because its not an useful tool nor because it couldnt be used in creative ways to aid in making art but because its being used by the most soulless corporate minded people with absolutely no love for art and creation
1859962507320005028,ai will never be able to replicate the work of artists amp cannot generate new ideas art is about emotion this is soulless
1859950346707325065,milalolli cocacola fear and insecurity gimme a break its just soulless and not even as good as the original humans value art created by people ai output is gimmicky
1859933676064354376,rt dekariospilled nothing about ai generative images is revolutionary in the same sense yes it changes the art industry by soulless and
1859932544218902689,nothing about ai generative images is revolutionary in the same sense yes it changes the art industry by soulless and meaningless garbage but its not a change that actually has a deeper meaning besides more money for the people in power it laughs at art and artists
1859881264767189172,rt shiiiirt what ai plebs dont understand is that ai could spit out the most beautiful image anyone has ever seen and it still wouldnt
1859849183370572236,yeah dude this soulless ai slop is ruining art bland nonsense is filling the airwaves and we are losing all of the good stuff like ice spice and travis scott
1859823562204512416,beanytuesday people never think about how they engage with art its always the desperate reach for the dunk and the pwnage of things they dont like tragic reality where they say ai is only capable of making soulless corporate art but still would rather the soulless art be made by a real guy
1860906389540835747,alexwisnerart esemicolonr true but a person using ai to generate images does not look to control the shape and width of individual lines same as other experimental or nonstandard tools or methods think pollock this is why i dont think its a good argument lack of soul art theft are better ones
1860859205680259371,rt zeniitha ive decided im gonna keep my account public ive explained this on my alt but i feel that if my art is going to be fed i
1860846687780028599,llygodargyll kjburbankva my point is whether its generative or not that most people you are so uneducated and scared about ai that you cant see that something like this is very easily achievable without any sort of theft of art and is not really an issue in terms of the the use of ai
1860834928939749761,ive decided im gonna keep my account public ive explained this on my alt but i feel that if my art is going to be fed into ai then it already has other platforms dont have great regulation on preventing art theft for ai training either twitter just has an ai of its own
1860817677016612896,ai art is art theft in most cases but if your company can already steal art regularly and get away with it what difference does using an ai model to steal art make
1860817260836757548,a sad realization ive made about ai art is companies are already fine with regular old plain art theft i dont know why we ever thought our objections to techbro futuristic art theft would ever make a difference
1860812146403086782,svycheshire artists ai art if theft also artists steals draws over amp fixes art man fuck the western art community you dont see this sort of butchery on pixiv
1860794330010538393,by the way this person thinks ai art is theft and then proceeds to steal somebodys real art any person who attacks another human being over a fictional character is clinically insane full stop why do we coddle the mentally deranged so much
1860779488637817234,rt ishipstarwars in light of recent events allow me to say a few things ai scraping is theft anyone willingly using ai generated art
1860765659598135614,rt austrosillyism people who previously said ai art is slop that doesnt look remotely realistic are starting to run out of arguments th
1860757314375958763,i feel like my hatred of ai art is pretty unique i dont hate it because its easy or because its theft
1860753895754269146,rt the contents of posts created by this account are do not reupload my art no reuploading
1860735673533378715,again the issue with generative ai isnt the existence of it the issue is the attitudes of those who believe it should replace all the labor in making creative works art theft to create the datasets of models people lying that it was made by hand and environmental impact
1860726292368196070,osiasart artists are bombarded from all sides by the economy taxes depression art theft overseas scabs and freaking ai and this fella is whining about someone inquiring if he wishes to make art in exchange for legal tender
1860689222358987258,dipishii intellectual property theft database ai secara umumnya itu adalah gambargambar yang udah dicopyright dan artworks para illustrator di internet yang discrape tanpa persetujuan yang punya untuk dimanipulasi sedemikian rupa agar jadi ai art
1860681254900822248,ntraccoonart its the same thing you dumbass ai steals art using it at all is theft yall are such fucking losers jesus
1860668937714672121,mdriftor naegiko but inspiration is when you look at something and it gives you similar ideas of that thing that you could use in your art inspiration helps creativity ai taking images from a massive data base of stolen art and join all of them together is art theft
1860638824902410539,thefuck whys everyone so hype abt generative ai stawp thats art theft and disrespecting artists if humanity is about the ability to create why you wanna give the gift of creation to ai bro
1860536686620627334,can you stop using ai art its lazy and its theft
1860535210825163156,at the christmas tree fest i saw a tree that had easily a thousand dollars in material and labor put into it but then used obvious ai art for the explanatory pamphlet just hurts so much when artists dont understand genai is theft from other artists
1860527898228052075,rt zededge on the topic of aiart a common defense for ai is that it learns from other art in the same way humans do therefore its not
1860519050100588979,i posted this guy before hes making over a month on patreon reposting doppel and a bunch of other small jp artist and selling the art in sets on the patreon while also using ai as well for other sets literal art theft
1860410170733683192,doubleyoorizz put another way if the ai is going to continue what use is there in stopping your own work fact is traces and art theft have been easy to do since digital art became a thing even today some shows steal animation bits from other shows to speed up their own production
1860404007451107707,people love calling ai art theft but that argument falls flat artists have always built on what came before them from photographers using premade filters to designers borrowing fonts ai does the same thingtakes publicly available data and mixes it up wheres the
1860381021977653251,if studios use ai the way they want things like arcane and spiderverse would never exist think about that before trying to defend lazy art theft
1860358797178384837,yeah probably why im trying to be more active on bluesky mostly cus i hear art theft for ai is high here
1860358200073023927,you dont have a right to be on art welfare when something else can do what you can do better and cheaper that is theft ai isnt
1860351030543942104,nah man thats a hard disagree ai art is art theft if you drew something and made the ai animate your own drawing then you can say something
1860349813406986750,rt buglordisaac ai is still theft and i hope every manga anime company sues for stealing their art
1860297916612567220,naegiko they take the hard work of someone just to train an ai which makes art as you said it is theft
1860297725142794368,when are artists trying to sayconvey one or an open yet restricted idea with their art and when are human drawings mere idea components for others humans capital art theft gains how is ai scraping amp scrapheap resourcing of human art similar to artists mimicking another
1860271892147339599,broonoart exactly tbh im not inherently antiai i feel it a potential source of gud in art artists with limitations could benefit off of it only if the theft part were eliminated but considering what ai inherently is idk if its possible rn if only ai could ref instead of steal
1860240642481222125,ok was just wondering will so many nsfw artists getting off due to elons bullshite art theft for the platforms ai artists getting shadow banned and the slow pression of the platform being more restricted to a paywall
1860237505758658752,whoever this was has most likely been using ai to create their art for drip and has been angling their way to a community theft program in the form of some random token for some time now
1860216593437065434,ai makes people look like they were sweating for hours also the art theft
1860180546326004176,omg i totally missed the netease money laundering arrests i thought bhvr mustve just been sick of the aiart theft stuff lmao
1860164991246336023,ehuanglu wow finally some good showings of ai usage and not blatant art theft
1860162205444112766,just comparing two harmful things that are the future ai art is theft bold to believe that i wanted to debate with you
1860159244974321675,its okay as long as you take responsibility for it showing respect for our artists that already suffer greatly from ai and art theft is the objective here take care
1860158066660143582,what part of you dont need permission do you not understand you can copy anybodys art or music style how you see fit and you can use that style to train ai as long as you dont reproduce the original work so no it is not theft
1860144738336407854,neuvalis prove me wrong learning is not theft a massive influx of art due to ai is a consequence of the tragic nature of this world that artists are subjugated to capitalism in the first place is its own kind of tragedy
1860110388517568531,jeremysmiles yes because ai is just shittylooking art theft
1860094173623517550,kiomurder dude i spat my morning pudding out like a blabbering baby when i saw this i am having a mental break down due to this art theft clearly this is ai and you used it to steal brush strokes from my original art attached below
1860089218959311328,ooc torn between ai image use because on one hand nobody likes it and it can be messy and on the other hand a lot of people use it anyways its free and i dont have to worry about art theft
1860081870404485388,naegiko this one thats ai art stolen art wish this thing could just be forgotten theres nothing revolutionary if it is theft
1860078761703858467,naegiko im not an animator but i understand why animators dislike this its not only because of fear of their job getting stolen but theyre also pissed because ais most of the time are trained with actual human work without the permission of the creator so this is art theft
1860074182744375529,ai is still theft and i hope every manga anime company sues for stealing their art
1860061239847854489,milkmeray i am im just asking if they could not promote ai art theft while doing it
1860057799054737843,greater variety of styles only showcases sources theft from highly detailed pieces ai artists are so insulting because so many only believe there is value in a few handful of art styles their art is easy to find because its all the same style
1860056334357631035,tangewrione naegiko whynesspower human artists lern to draw from art and ai lerns from art to draw lerning is not theft
1860030421846888923,tangewrione haareblond naegiko whynesspower the dataset has to pull data from somewhere remember ai cannot create original content its all just a rendition of the data its been fed so it is absolutely true that ai art can be considered theft
1860028031139741829,making another side comment ai can do incredible things especially regarding coding and predicting using statistics with human guidance but passing unfiltered images and text as reality is dangerous others have said plenty on surfacelevel but legitimate art theft
1860008969210839542,people who previously said ai art is slop that doesnt look remotely realistic are starting to run out of arguments thus theyre resorting to environmental damage dubious regular art emits more and claims of art theft intellectual property doesnt exist deal with it
1860000818969084371,a private investigator joins a european cruise with her husband to investigate newlyweds suspected of art theft while exploring ais impact on art forgery against the backdrop of luxury destinations books reading bookreview readerviews bookstagram
1859955536038711536,every artist that the ai generator you used was scraped and put into a database from along with the destruction of the environment with how much water the servers use along with just the straight power
1859949722313855179,this is what the world should be afraid of humanitys fall is near if ai generated theft takes over human made art real art has shaped the world in ways that ai slop could never
1859903011310752016,ecutruin andyleeyuan because ai art is theft
1859866815004016990,radlordlewd milkmeray theft is the act of depriving another of access to their property as i already explained training ai on anothers artwork does not deprive them of access to said artwork so no this is not theft how do you think humans learn to produce art we also reference artwork
1859864530857361523,radlordlewd milkmeray ive covered the theft argument with you here so how exactly is ai art unethical
1859858519639646255,i dont think posting ai slop and art theft is a let him have fun thing
1859851377071288506,milkmeray youre essentially promoting ai as something legitimate rather than calling it out for what it is lazy art theft youre celebrating and drawing attention to something that is inherently unethical
1859839830672527504,urnotmyrealmom keshaorder ai art is theft from real artists look how ai even works girl
1859796819884245092,cozmicanomaly saltytgp sayuriartsy ai art is the result of an individual expressing their imagination through skilled use of generative software this makes it a form of art by definition as for your claim of theft you are incorrect training ai on anothers art does not deprive them of access to said art
1859793480480120857,saltytgp sayuriartsy ai art isnt art its theft
1859760647225082060,heres a drawing ill never finish of me amp my friends oc because im not using my phone to draw much anymore yes theres a lot of watermarks im scared of art theft and ai spookymonthoc spookymonth
1859758910036431199,kesharose dude i am so sick of having to remove bangers from my playlists bc the artists use ai so then i cant listen to their music anymore wo getting disappointed and feeling like im supporting art theft
1859755926292705740,they did say theyll also do an episode about art theft and ai tho and i honestly cant wait
1859751362499837974,saltytgp sayuriartsy so called ai is nothing but hardcoded programs that do exactly what theyre told to do so by those programs taking art of others without liscensing or permission it is exactly the same as regular theft you said it is not who is retarded
1859749653190934622,saltytgp sayuriartsy you have yet to argue a single fact you said earlier that ai art didnt have human input and was different from art theft by human hands which it is absolutely not
1859732670969950683,i keep seeing and hearing cool things only to find out its ai slop if i catch yall profiting off of stolen black voices and art im breaking your legs real shit best case its just theft worst case its digital black face on top of theft
1859725206010613894,rt xxkaixxnsfw oh hi didnt see you there care to give me helping hand or something else hopefully no ai theft on here cuz it should b
1859715514517553397,reminder ai art is art theft and steals jobs its not real art no matter how much you want it to be
